ticker,removal_date,delisting,reason,rows,last_date,window_start,window_end,coverage,status,overrun_days
NYX,2013-11-13,True,ICE Exchange acquired NYSE Euronext.,0,,2005-01-01,2013-11-13,0.0,no data,
ODP,2010-12-17,False,Market capitalization changes.,0,,2005-01-01,2010-12-17,0.0,no data,
OGN,2023-10-18,False,Market capitalization changes.,1343,2026-09-18,2021-06-03,2023-10-18,0.9661290322580646,ok,
OI,2016-12-02,False,Market capitalization changes.,5462,2026-09-18,2008-12-31,2016-12-02,0.965183752417795,ok,
OMX,2008-06-23,False,Market capitalization changes.,0,,2005-01-01,2008-06-23,0.0,no data,
PAYC,2026-03-23,False,Market capitalization changes.,3126,2026-09-18,2020-01-28,2026-03-23,0.9632398753894081,ok,
PBCT,2022-04-04,True,M&T Bank acquired People's United Financial.,0,,2005-01-01,2022-04-04,0.0,no data,
PBI,2017-03-01,True,CBOE acquired BATS.,5462,2026-09-18,2005-01-01,2017-03-01,0.9647021745981721,ticker reused by another company,3488.0
PCL,2016-02-22,True,Weyerhaeuser acquired Plum Creek Timber.,283,2026-09-18,2005-01-01,2016-02-22,0.0,ticker reused by another company,3861.0
PCP,2016-02-01,False,nan,0,,2005-01-01,2016-02-01,0.0,no data,
PCS,2013-04-30,True,A majority of MetroPCS was acquired by T-Mobile.,285,2026-09-18,2009-06-29,2013-04-30,0.0,ticker reused by another company,4889.0
PDCO,2018-03-19,False,Market capitalization changes.,0,,2005-01-01,2018-03-19,0.0,no data,
PENN,2022-09-19,False,Market capitalization changes.,5462,2026-09-18,2021-03-22,2022-09-19,0.9667519181585678,ok,
PETM,2015-03-12,True,PetSmart was acquired by private equity consortium.,0,,2012-10-10,2015-03-12,0.0,no data,
PGN,2012-07-02,True,Progress Energy was acquired by Duke Energy.,0,,2005-01-01,2012-07-02,0.0,no data,
PLL,2015-08-28,True,Pall was acquired.,0,,2005-01-01,2015-08-28,0.0,no data,
POM,2016-03-30,True,Exelon acquired Pepco.,238,2026-09-18,2005-01-01,2016-03-30,0.0,ticker reused by another company,3824.0
POOL,2026-06-22,False,Market capitalization changes.,5462,2026-09-18,2020-10-07,2026-06-22,0.9617192746809939,ok,
PRGO,2021-09-20,False,Market capitalization changes.,5462,2026-09-18,2011-12-16,2021-09-20,0.9638790734197095,ok,
PTV,2010-11-17,True,Reynolds Group Holdings acquired Pactiv.,0,,2005-01-01,2010-11-17,0.0,no data,
PVH,2022-09-19,False,Market capitalization changes.,5462,2026-09-18,2013-02-15,2022-09-19,0.9652278177458034,ok,
PXD,2024-05-08,True,ExxonMobil acquired Pioneer Natural Resources.,0,,2005-01-01,2024-05-08,0.0,no data,
QEP,2015-07-01,False,Baxter completed the corporate spin-off of Baxalta.,0,,2010-06-30,2015-07-01,0.0,no data,
QRVO,2024-12-23,False,Market capitalization changes.,2945,2026-09-18,2015-06-11,2024-12-23,0.965032154340836,ok,
R,2017-06-19,False,Market capitalization changes.,5462,2026-09-18,2005-01-01,2017-06-19,0.9649338665026146,ok,
RAI,2017-07-26,True,British American Tobacco (NYSE MKT:BTI) acquired Reynolds American.,0,,2005-01-01,2017-07-26,0.0,no data,
RDC,2014-08-18,False,Market capitalization changes.,0,,2005-01-01,2014-08-18,0.0,no data,
RHI,2024-06-24,False,Market capitalization changes.,5462,2026-09-18,2005-01-01,2024-06-24,0.9645739027750443,ok,
RHT,2019-07-15,True,IBM acquired Red Hat.,0,,2005-01-01,2019-07-15,0.0,no data,
RIG,2017-07-26,False,Market capitalization changes.,5462,2026-09-18,2013-10-29,2017-07-26,0.9641760491299898,ok,
RRC,2018-06-18,False,Market capitalization changes.,5462,2026-09-18,2007-12-20,2018-06-18,0.964572680788897,ok,
RRD,2012-12-11,False,Market capitalization changes.,0,,2005-01-01,2012-12-11,0.0,no data,
RSH,2011-06-30,False,Market capitalization changes.,0,,2005-01-01,2011-06-30,0.0,no data,
RTN,2020-04-06,True,United Technologies corporate spin-off of Otis and Carrier and acquired Raytheon Company.,0,,2005-01-01,2020-04-06,0.0,no data,
RX,2010-02-26,True,IMS was acquired by affiliates of TPG Capital,0,,2005-01-01,2010-02-26,0.0,no data,
S,2013-07-08,True,Softbank consortium purchase resulted in public float below 50%.,1311,2026-09-18,2005-01-01,2013-07-08,0.0,ticker reused by another company,4820.0
SAI,2013-09-20,False,Market capitalization changes.,0,,2009-12-18,2013-09-20,0.0,no data,
SBL,2007-01-10,True,Symbol Technologies was acquired by Motorola.,0,,2005-01-01,2007-01-10,0.0,no data,
SBNY,2023-03-15,False,The FDIC placed Signature Bank into FDIC Receivership.,525,2026-09-18,2021-12-20,2023-03-15,0.0,too little of the membership window,
SCG,2019-01-02,True,Dominion Energy acquired SCANA.,0,,2005-01-01,2019-01-02,0.0,no data,
SE,2017-02-28,True,SE was acquired by ENB,2239,2026-09-18,2005-01-01,2017-02-28,0.0,ticker reused by another company,3489.0
SEDG,2023-12-18,False,Market capitalization changes.,2888,2026-09-18,2021-12-20,2023-12-18,0.963531669865643,ok,
SEE,2023-12-18,False,Market capitalization changes.,0,,2005-01-01,2023-12-18,0.0,no data,
SGP,2009-11-03,True,Schering-Plough was acquired by Merck & Co.,155,2026-09-18,2005-01-01,2009-11-03,0.0,ticker reused by another company,6163.0
SHLD,2012-09-05,False,SHLD below public float threshold.,756,2026-09-18,2005-01-01,2012-09-05,0.0,too little of the membership window,
SIAL,2015-11-19,True,Sigma-Aldrich was acquired by Merck KGaA.,0,,2005-01-01,2015-11-19,0.0,no data,
SIG,2018-03-19,False,Market capitalization changes.,5462,2026-09-18,2015-07-29,2018-03-19,0.965166908563135,ok,
SII,2010-08-26,True,Smith was acquired by Schlumberger.,4170,2026-09-18,2005-01-01,2010-08-26,0.08887381275440977,ticker reused by another company,5867.0
SIVB,2023-03-15,False,"The FDIC placed SVB's main subsidiary, Silicon Valley Bank, into receivership.",0,,2018-03-19,2023-03-15,0.0,no data,
SLE,2012-06-29,False,Split up of Sara Lee.,1902,2026-09-18,2005-01-01,2012-06-29,0.0,too little of the membership window,
SLG,2021-03-22,False,Market capitalization changes.,5462,2026-09-18,2015-03-23,2021-03-22,0.9648786717752235,ok,
SLM,2014-05-01,False,SLM completed the corporate spin-off of Navient.,5462,2026-09-18,2005-01-01,2014-05-01,0.9646672144617913,ok,
SLR,2007-10-02,True,Solectron was acquired by Flextronics.,0,,2005-01-01,2007-10-02,0.0,no data,
SNI,2018-03-07,True,Discovery Communications acquired Scripps Networks Interactive.,0,,2005-01-01,2018-03-07,0.0,no data,
SOLS,2025-12-22,False,Market capitalization changes.,230,2026-09-18,2025-10-30,2025-12-22,0.9736842105263158,ok,
SPLS,2017-09-18,True,Sycamore Partners acquired Staples.,169,2026-09-18,2005-01-01,2017-09-18,0.0,ticker reused by another company,3287.0
SRCL,2018-12-03,False,Market capitalization changes.,0,,2005-01-01,2018-12-03,0.0,no data,
STI,2019-12-09,True,BB&T acquired SunTrust to form Truist Financial.,1100,2026-09-18,2005-01-01,2019-12-09,0.0,ticker reused by another company,2475.0
STJ,2017-01-05,True,Abbott Laboratories acquired St. Jude Medical.,0,,2005-01-01,2017-01-05,0.0,no data,
STR,2010-06-30,False,"Company split. QEP retained, but ticker changed.",0,,2005-01-01,2010-06-30,0.0,no data,
SUN,2012-10-10,True,Sunoco was acquired by Energy Transfer Partners (ETP),3518,2026-09-18,2005-01-01,2012-10-10,0.0073964497041420114,ticker reused by another company,5091.0
SVU,2012-04-23,False,ConocoPhillips completed the corporate spin-off of Phillips 66.,0,,2005-01-01,2012-04-23,0.0,no data,
SWN,2017-04-04,True,"HPE completed the corporate spin-off of Everett, merged with CSC to form DXC Technology.",0,,2005-01-01,2017-04-04,0.0,no data,
SWY,2015-01-27,True,Safeway was acquired by a private equity consortium.,0,,2005-01-01,2015-01-27,0.0,no data,
TDC,2017-06-19,False,Market capitalization changes.,4772,2026-09-18,2007-10-01,2017-06-19,0.9649053627760252,ok,
TE,2016-07-01,True,TECO Energy was acquired by EMA.,1681,2026-09-18,2005-01-01,2016-07-01,0.0,ticker reused by another company,3731.0
TEG,2015-07-01,True,Integrys was acquired.,0,,2005-01-01,2015-07-01,0.0,no data,
TFX,2025-03-24,False,Market capitalization changes.,5462,2026-09-18,2019-01-18,2025-03-24,0.9633995037220844,ok,
TGNA,2017-06-02,False,TGNA completed the corporate spin-off of Cars.com.,0,,2005-01-01,2017-06-02,0.0,no data,
THC,2016-04-18,False,nan,5462,2026-09-18,2005-01-01,2016-04-18,0.9646978954514596,ok,
TIE,2012-12-21,True,TIE was acquired by Precision Cast Parts.,0,,2005-01-01,2012-12-21,0.0,no data,
TIF,2021-01-07,True,LVMH Moet Hennessy-Louis Vuitton SE acquired Tiffany & Co.,0,,2005-01-01,2021-01-07,0.0,no data,
TLAB,2011-12-20,False,Expedia completed the corporate spin-off of TripAdvisor.,0,,2005-01-01,2011-12-20,0.0,no data,
TRB,2007-12-20,True,Tribune was acquired.,0,,2005-01-01,2007-12-20,0.0,no data,
TRIP,2019-12-23,False,Market capitalization changes.,3716,2026-09-18,2011-12-20,2019-12-23,0.9641148325358851,ok,
TSG,2007-03-30,True,Sabre was acquired.,0,,2005-01-01,2007-03-30,0.0,no data,
TSS,2019-09-23,True,Global Payments acquired TSS.,0,,2005-01-01,2019-09-23,0.0,no data,
TWC,2016-05-18,True,Time Warner Cable was acquired by Charter.,0,,2005-01-01,2016-05-18,0.0,no data,
TWTR,2022-11-01,True,Elon Musk acquired Twitter.,0,,2018-06-07,2022-11-01,0.0,no data,
TWX,2018-06-20,True,AT&T acquired Time Warner.,0,,2005-01-01,2018-06-20,0.0,no data,
TYC,2016-09-06,True,TYC acquired JCI and retained JCI ticker.,0,,2010-08-26,2016-09-06,0.0,no data,
UA,2022-06-21,False,Market capitalization changes.,2638,2026-09-18,2016-04-08,2022-06-21,0.965389369592089,ok,
UAA,2022-06-21,False,Market capitalization changes.,5239,2026-09-18,2005-01-01,2022-06-21,0.9159534781654597,ok,
UNM,2021-09-20,False,Market capitalization changes.,5462,2026-09-18,2005-01-01,2021-09-20,0.9649163036000917,ok,
URBN,2017-03-20,False,Market capitalization changes.,5462,2026-09-18,2005-01-01,2017-03-20,0.9648462021343377,ok,
VAR,2021-04-20,True,Siemens Healthineers acquired Varian Medical Systems.,0,,2005-01-01,2021-04-20,0.0,no data,
VFC,2024-04-03,False,Market capitalization changes.,5462,2026-09-18,2005-01-01,2024-04-03,0.9645630101532948,ok,
VIAB,2019-12-05,True,CBS acquired Viacom to form ViacomCBS.,0,,2005-01-01,2019-12-05,0.0,no data,
VNO,2023-01-05,False,Market capitalization changes.,5462,2026-09-18,2005-01-01,2023-01-05,0.9648861459885082,ok,
VNT,2021-03-22,False,Market capitalization changes.,1503,2026-09-18,2020-10-09,2021-03-22,0.9572649572649573,ok,
WB,2008-12-31,True,Wachovia Bank was acquired by Wells Fargo.,3124,2026-09-18,2005-01-01,2008-12-31,0.0,ticker reused by another company,6470.0
WBA,2025-08-28,True,Sycamore Partners acquired Walgreen Boots Alliance.,0,,2005-01-01,2025-08-28,0.0,no data,
WCG,2020-01-28,True,Centene acquired Wellcare.,0,,2018-09-14,2020-01-28,0.0,no data,
WFM,2017-08-29,True,Amazon acquired Whole Foods Market.,0,,2005-01-01,2017-08-29,0.0,no data,
WFR,2011-12-16,False,Market capitalization changes.,0,,2005-01-01,2011-12-16,0.0,no data,
WHR,2024-03-18,False,Market capitalization changes.,5462,2026-09-18,2005-01-01,2024-03-18,0.9646777090401117,ok,
WIN,2015-04-07,False,Market capitalization changes.,0,,2005-01-01,2015-04-07,0.0,no data,
WLTW,2022-01-10,False,Willis Towers Watson changed its ticker symbol from WLTW to WTW.,0,,2016-01-05,2022-01-10,0.0,no data,
WPX,2014-03-21,False,Market capitalization changes.,0,,2011-12-31,2014-03-21,0.0,no data,
WU,2021-12-20,False,Market capitalization changes.,5022,2026-09-18,2005-01-01,2021-12-20,0.8657930411206507,ok,
WYN,2018-05-31,False,Wyndham Worldwide completed the corporate spin-off of Wyndham Hotels & Resorts.,0,,2005-01-01,2018-05-31,0.0,no data,
X,2014-07-02,False,Market capitalization changes.,0,,2005-01-01,2014-07-02,0.0,no data,
XEC,2020-03-02,True,"Gardner Denver acquired Ingersoll Rand's industrial businesses then changed its name to the ""new"" Ingersoll Rand Inc.",0,,2014-06-20,2020-03-02,0.0,no data,
XL,2018-09-14,True,XL was acquired by Axa.,0,,2005-01-01,2018-09-14,0.0,no data,
XLNX,2022-02-15,True,Advanced Micro Devices acquired Xilinx.,0,,2005-01-01,2022-02-15,0.0,no data,
XRAY,2024-04-03,False,Market capitalization changes.,5462,2026-09-18,2005-01-01,2024-04-03,0.9645630101532948,ok,
XRX,2021-03-22,False,Market capitalization changes.,5462,2026-09-18,2005-01-01,2021-03-22,0.964783739068778,ok,
XTO,2010-06-28,True,XTO was acquired by ExxonMobil.,0,,2005-01-01,2010-06-28,0.0,no data,
YHOO,2017-06-19,True,Verizon acquired Yahoo operations; remainder of Yahoo became Altaba.,0,,2005-01-01,2017-06-19,0.0,no data,
ZION,2024-03-18,False,Market capitalization changes.,5462,2026-09-18,2005-01-01,2024-03-18,0.9646777090401117,ok,
